user_id,gender_id,age,country_id
61419,1,50,4
61436,2,51,1
61444,2,20,4
61446,2,43,10
61449,2,40,2
61450,2,46,10
61459,2,35,7
61477,2,22,5
61478,1,26,2
61525,1,48,9
61528,2,42,7
61530,1,44,8
61534,1,20,10
61559,1,51,2
61561,2,28,8
61562,1,23,6
61564,1,27,7
61568,1,55,6
61578,2,39,2
61581,2,58,5
61604,2,23,10
61610,1,47,7
61613,1,42,8
61623,1,21,7
61629,2,43,4
61632,1,48,10
61637,2,50,5
61639,2,60,4
61645,2,33,5
61646,2,40,10
61652,1,54,7
61657,1,20,9
61664,1,42,5
61668,2,27,9
61669,1,44,6
61675,2,23,9
61696,2,32,1
61702,1,54,9
61711,2,39,3
61713,2,41,4
61723,2,21,5
61725,1,52,1
61728,2,57,6
61735,2,53,6
61737,1,34,4
61747,2,22,1
61750,1,49,9
61752,1,35,2
61757,1,44,7
61760,2,56,6
61764,2,41,10
61765,1,49,5
61768,1,31,5
61780,2,58,6
61786,1,48,5
61804,1,31,4
61823,1,31,6
61825,1,53,10
61826,1,43,2
61841,1,50,10
61850,2,36,1
61854,1,42,6
61856,2,24,1
61863,2,46,1
61864,2,26,4
61865,2,46,10
61867,2,47,5
61869,1,50,6
61870,2,41,7
61874,2,30,1
61876,1,41,8
61882,2,20,10
61888,1,36,4
61890,1,42,7
61891,2,56,4
61919,2,46,7
61926,2,27,9
61927,2,21,2
61928,2,34,6
61935,2,46,3
61941,1,28,4
61942,2,36,1
61947,1,58,4
61950,2,21,9
61951,1,28,2
61953,2,37,5
61954,2,51,4
61961,1,41,2
61964,1,43,3
61965,1,38,4
61973,2,46,4
61989,1,48,4
61990,1,26,2
61992,2,29,8
62004,1,33,1
62007,1,22,8
62016,2,28,6
62018,2,59,10
62019,1,60,9
62024,2,59,7
62028,1,48,6
62029,1,23,4
62031,1,56,2
62044,2,46,5
62052,1,59,10
62061,1,54,6
62072,1,58,9
62085,1,57,4
62086,2,35,6
62095,2,29,2
62096,2,32,8
62098,2,32,7
62109,2,23,4
62113,2,31,10
62114,1,30,9
62118,2,59,5
62133,1,55,6
62134,1,47,8
62135,2,52,6
62147,1,22,1
62148,1,54,1
62152,2,45,2
62153,1,46,10
62154,1,38,4
62160,2,32,8
62163,1,42,4
62165,1,59,9
62169,1,37,8
62170,1,25,2
62171,2,38,3
62173,2,26,9
62177,1,55,6
62183,2,42,10
62195,2,52,6
62205,2,22,4
62211,1,40,3
62218,1,50,4
62220,2,51,4
62235,2,41,5
62249,1,32,2
62252,2,28,9
62260,2,58,2
62263,2,54,4
62264,1,38,6
62281,1,54,5
62286,1,52,4
62288,1,20,2
62290,2,59,5
62292,1,59,2
62302,2,54,3
62304,2,59,2
62315,1,33,1
62320,2,48,7
62348,2,55,10
62355,2,60,3
62365,1,53,6
62369,1,41,6
62370,1,54,6
62372,2,23,4
62387,1,45,2
62396,2,46,10
62399,1,30,2
62401,2,20,10
62417,2,24,3
62424,2,26,3
62426,1,31,10
62427,2,54,4
62436,2,47,4
62440,2,54,6
62458,2,51,7
62483,2,42,7
62488,2,45,4
62503,2,47,3
62507,1,47,10
62514,2,42,8
62516,1,31,2
62517,2,34,9
62535,2,23,1
62538,1,26,9
62543,2,43,6
62552,2,32,10
62566,2,60,1
62572,2,26,4
62584,1,21,2
62594,1,50,8
62600,1,32,1
62632,1,27,6
62644,2,30,2
62648,2,57,3
62649,2,39,7
62654,1,60,7
62655,2,46,2
62656,1,51,6
62664,1,57,4
62669,2,22,10
62681,2,50,3
62683,2,33,8
62687,1,35,5
62693,1,20,10
62696,2,32,2
62699,2,34,4
62711,1,53,6
62712,2,56,4
62727,1,33,7
62745,1,53,10
62761,1,37,8
62779,1,60,4
62780,2,60,4
62787,1,52,5
62788,2,57,5
62793,1,48,3
62804,1,45,10
62806,1,25,2
62809,2,46,7
62810,2,39,2
62825,2,38,3
62826,2,44,2
62827,2,21,1
62858,1,45,2
62870,1,35,5
62873,2,39,10
62878,1,21,8
62886,2,49,10
62889,2,52,6
62915,2,54,2
62919,2,37,3
62923,1,29,7
62925,1,35,7
62931,2,29,8
62941,2,42,6
62942,1,21,3
62955,2,29,2
62957,1,42,6
62959,1,50,7
62960,1,28,5
62961,1,26,3
62964,1,42,3
62966,1,52,2
62970,2,42,5
62971,2,45,8
63003,1,50,10
63006,2,51,1
63019,1,41,2
63028,2,36,9
63037,1,21,8
63046,2,44,6
63048,2,28,9
63055,1,21,6
63064,2,31,4
63096,1,46,3
63102,2,41,5
63103,1,53,7
63105,1,20,5
63116,1,49,9
63120,2,31,10
63123,2,42,6
63126,1,57,2
63130,1,34,3
63131,2,56,3
63143,1,44,6
63147,2,35,7
63148,2,49,8
63151,2,24,7
63160,1,42,1
63161,2,31,5
63162,1,25,10
63186,1,20,7
63204,1,29,5
63208,1,45,4
63212,1,37,10
63216,1,41,10
63222,2,40,5
63225,1,57,10
63228,1,23,9
63229,1,42,8
63232,1,29,8
63256,2,57,3
63257,1,22,9
63263,2,23,2
63269,1,32,10
63280,1,46,9
63288,1,28,5
63297,2,23,5
63304,1,37,2
63307,1,29,6
63336,1,57,9
63338,1,46,4
63342,1,25,4
63350,1,37,1
63370,1,25,7
63381,1,25,9
63386,1,49,3
63388,1,46,4
63405,2,45,4
63407,1,40,6
63413,1,42,5
63425,2,48,8
63429,2,30,5
63430,2,21,6
63441,1,28,9
63447,2,50,5
63452,1,58,10
63455,1,41,5
63459,2,44,6
63460,2,46,10
63464,1,52,10
63466,1,25,5
63467,1,33,4
63471,1,31,8
63472,2,54,1
63478,1,40,1
63479,2,49,3
63486,2,35,2
63488,2,28,8
63489,2,56,10
63490,2,44,8
63497,2,60,3
63499,2,24,5
63500,1,35,6
63512,1,21,9
63525,1,59,9
63532,1,55,6
63545,2,31,2
63551,1,45,2
63557,1,52,10
63561,2,22,5
63570,1,20,10
63579,1,24,2
63583,1,27,5
63585,1,28,7
63595,2,49,6
63602,1,52,6
63614,1,23,9
63626,1,50,3
63629,2,20,6
63638,2,39,2
63641,1,23,3
63645,2,24,8
63651,2,50,7
63658,2,52,6
63659,1,51,5
63661,1,59,7
63664,1,36,9
63665,2,32,10
63666,1,54,10
63668,2,58,9
63669,1,50,1
63671,1,52,1
63694,1,59,9
63712,2,21,5
63715,1,31,8
63718,1,60,9
63719,2,39,10
63727,1,27,8
63753,2,43,9
63763,1,57,2
63782,2,21,3
63801,2,51,5
63802,2,53,10
63803,1,57,8
63810,2,38,1
63819,2,37,5
63821,1,24,7
63828,2,39,9
63833,1,23,7
63850,2,37,3
63853,1,25,9
63855,2,23,1
63867,2,32,7
63875,2,43,4
63880,1,49,8
63881,2,56,2
63884,2,58,3
63901,2,42,2
63916,1,20,10
63941,2,57,7
63948,2,40,6
63953,2,28,8
63954,2,37,1
63956,2,40,2
63966,2,40,8
63967,2,60,3
63979,2,39,1
63989,1,24,9
63990,1,43,1
63995,2,33,3
63998,2,31,10
64001,2,38,9
64002,2,60,2
64010,2,30,4
64014,1,42,7
64030,1,32,10
64049,1,24,1
64054,1,37,1
64060,2,56,5
64064,2,42,10
64067,2,28,4
64069,1,26,10
64070,2,57,4
64080,1,28,6
64084,2,55,2
64092,2,33,2
64097,2,40,4
64108,1,49,5
64109,1,28,4
64112,1,52,1
64116,1,23,8
64117,2,33,7
64122,1,38,2
64130,1,20,2
64134,2,24,6
64136,1,34,6
64163,1,44,3
64180,1,40,6
64203,1,38,2
64208,1,29,1
64209,1,28,10
64212,1,47,1
64216,2,57,2
64224,2,58,4
64228,1,50,6
64233,2,59,10
64239,2,40,8
64240,2,28,5
64244,2,29,1
64254,1,51,7
64257,2,49,5
64265,1,31,1
64271,2,35,3
64283,2,43,1
64287,1,43,9
64291,2,58,1
64293,2,43,1
64294,1,45,2
64295,2,22,4
64301,1,52,5
64305,2,30,5
64306,2,32,8
64313,2,33,4
64315,2,27,1
64316,1,30,4
64319,2,50,7
64327,2,45,5
64328,1,37,8
64330,2,36,3
64348,2,27,6
64351,2,50,9
64352,1,43,8
64360,1,41,7
64361,2,33,6
64364,1,48,2
64367,2,53,3
64369,1,37,2
64370,1,52,6
64391,1,27,10
64395,1,31,4
64402,2,33,9
64406,2,31,6
64413,2,53,3
64417,2,37,9
64449,2,30,3
64464,1,42,8
64470,2,23,6
64480,1,35,4
64483,2,37,8
64484,2,44,5
64489,2,35,1
64493,1,32,5
64495,2,39,4
64496,2,46,5
64504,2,23,10
64525,2,34,1
64532,1,59,6
64539,2,40,9
64543,1,28,10
64546,1,54,10
64552,1,45,7
64560,2,55,10
64563,2,41,6
64571,2,46,3
64572,1,56,4
64588,2,22,10
64592,2,36,3
64596,2,41,9
64600,1,46,5
64603,2,50,6
64629,1,26,10
64635,1,40,3
64641,2,42,2
64647,2,39,6
64648,1,49,2
64657,1,60,10
64659,1,25,10
64670,1,49,6
64671,2,23,1
64679,1,49,4
64682,1,53,1
64685,1,37,2
64686,2,38,9
64687,1,33,7
64692,2,49,1
64693,2,29,1
64694,2,25,7
64698,1,38,6
64706,2,35,10
64707,1,48,9
64709,2,41,3
64710,2,47,4
64712,1,39,10
64713,1,20,7
64723,2,46,7
64728,1,35,3
64730,1,37,1
64738,1,35,2
64741,2,32,2
64755,1,57,3
64758,1,42,4
64767,2,54,8
64769,2,22,8
64770,2,48,10
64771,1,21,5
64772,1,33,9
64775,1,38,7
64777,2,27,6
64788,1,48,6
64790,1,50,6
64798,1,58,9
64799,2,39,7
64800,1,26,10
64801,2,36,3
64805,2,36,4
64812,2,32,4
64826,2,37,2
64827,2,31,6
64833,2,60,9
64847,2,52,3
64857,1,49,7
64860,1,54,2
64864,1,49,1
64865,1,23,2
64880,2,50,8
64885,2,30,5
64906,1,53,1
64912,1,42,8
64913,1,40,2
64915,2,23,2
64922,2,38,5
64934,1,52,6
64941,1,54,7
64943,1,34,5
64951,2,55,1
64956,1,44,7
64970,2,50,1
64978,2,29,2
64980,1,50,9
64992,2,46,10
64998,1,35,2
64999,1,30,6
65014,2,22,2
65015,2,20,9
65047,1,41,10
65063,1,45,6
65066,1,53,8
65071,1,20,5
65087,2,52,6
65091,1,28,1
65092,1,31,1
65100,1,35,9
65118,1,32,1
65123,2,51,3
65125,1,21,7
65128,1,45,1
65129,2,24,10
65131,2,36,10
65134,2,26,3
65138,1,33,7
65140,1,44,4
65145,2,51,1
65150,2,26,4
65159,2,22,2
65175,1,35,8
65176,1,30,4
65181,1,39,4
65182,2,22,5
65190,2,28,3
65192,1,29,6
65202,2,46,5
65209,1,59,6
65222,1,51,7
65223,2,49,2
65227,2,47,4
65240,2,35,1
65241,1,46,10
65242,2,50,1
65246,2,39,10
65251,2,36,6
65253,1,32,9
65269,2,27,2
65275,1,33,3
65278,1,30,2
65282,2,50,5
65286,2,53,3
65305,2,34,4
65306,2,54,5
65318,2,52,10
65320,1,37,1
65323,1,53,4
65329,1,30,10
65330,1,42,10
65335,2,54,9
65338,2,53,10
65342,1,46,7
65343,1,42,5
65353,2,52,9
65361,1,37,9
65365,1,38,1
65370,1,54,2
65391,1,37,5
65394,2,37,4
65399,1,36,3
65402,1,35,5
65405,1,48,9
65423,2,37,6
65435,2,26,8
65438,1,28,7
65447,1,59,6
65468,1,25,6
65469,2,23,2
65473,2,45,1
65478,2,55,10
65498,1,26,1
65512,1,22,1
65513,1,25,9
65522,1,43,2
65523,2,30,6
65531,2,27,2
65537,1,32,8
65545,2,56,3
65552,2,22,8
65555,2,37,6
65572,2,50,2
65577,1,47,4
65581,2,54,8
65605,1,26,7
65607,2,36,5
65609,1,44,9
65618,2,21,7
65626,1,37,9
65627,1,33,8
65629,2,52,4
65631,1,40,3
65637,1,56,9
65640,1,40,5
65641,1,39,2
65646,2,49,8
65649,1,58,8
65650,2,31,9
65652,1,34,6
65660,1,48,10
65662,2,51,8
65664,1,39,6
65674,1,42,3
65676,1,48,4
65677,1,56,7
65684,1,44,4
65696,2,44,8
65699,2,25,7
65701,1,23,6
65702,2,41,5
65706,2,47,5
65708,2,38,6
65711,1,48,1
65721,2,55,10
65724,2,56,4
65725,2,60,7
65727,1,36,8
65731,2,50,7
65747,1,51,3
65748,2,44,6
65758,2,53,9
65759,2,30,10
65767,2,21,4
65777,2,55,3
65785,2,27,9
65788,1,40,5
65795,2,47,2
65800,2,55,6
65801,2,46,8
65809,1,24,7
65815,2,34,3
65820,1,44,6
65822,2,23,5
65826,1,60,8
65831,2,39,10
65832,2,21,3
65839,1,37,4
65850,2,30,1
65851,1,45,3
65854,2,48,2
65864,2,32,5
65868,1,27,9
65870,1,45,1
65885,1,32,5
65888,2,42,6
65892,2,51,7
65894,2,28,6
65895,2,54,8
65906,1,32,6
65914,1,37,8
65916,1,30,2
65919,2,60,10
65933,2,55,5
65939,1,26,3
65960,1,59,10
65972,2,45,2
65976,2,39,3
65977,2,32,4
65982,1,30,7
66007,1,55,9
66013,1,38,3
66018,1,24,2
66022,2,44,7
66023,2,38,7
66031,2,45,8
66032,2,28,9
66042,2,34,1
66045,2,30,10
66048,2,23,9
66054,1,22,3
66055,2,52,10
66059,2,44,10
66065,1,45,7
66066,2,30,3
66067,2,59,1
66068,2,37,4
66069,1,54,4
66074,1,38,9
66083,1,26,10
66084,2,39,8
66087,2,29,6
66090,2,24,6
66093,1,49,5
66100,2,37,4
66104,1,49,1
66110,2,44,8
66116,2,51,6
66121,1,51,10
66129,1,21,1
66137,1,59,7
66144,2,57,8
66150,2,26,5
66171,1,47,9
66178,2,23,2
66184,2,56,9
66188,1,58,4
66196,2,31,9
66203,2,56,4
66212,1,28,1
66215,2,29,7
66219,1,54,8
66230,1,30,9
66231,1,35,3
66260,1,41,2
66261,1,44,2
66263,2,59,6
66271,2,37,9
66273,2,25,2
66282,1,59,5
66284,2,44,9
66285,2,37,1
66299,1,48,6
66308,1,29,9
66311,2,25,10
66348,1,33,9
66366,1,40,5
66368,1,20,9
66389,1,46,5
66395,1,56,9
66402,2,33,10
66403,1,31,6
66404,1,53,4
66406,2,36,2
66425,1,47,5
66426,2,26,2
66429,1,48,3
66438,2,42,9
66439,1,57,5
66446,2,50,4
66448,2,41,7
66449,1,35,8
66451,1,54,2
66453,1,54,6
66455,2,57,9
66457,2,39,10
66464,2,27,7
66467,2,48,4
66471,2,51,3
66472,2,20,7
66481,2,38,9
66483,2,32,10
66489,2,24,4
66492,2,23,3
66498,2,60,8
66499,1,52,6
66510,2,47,2
66529,1,60,3
66538,1,41,4
66546,1,59,4
66570,1,40,3
66574,2,60,1
66578,1,48,1
66582,2,55,4
66584,2,43,8
66586,1,36,7
66591,2,35,5
66592,2,49,10
66602,1,30,1
66615,2,55,6
66618,2,52,5
66626,1,32,9
66629,1,41,6
66633,2,59,1
66640,2,36,2
66644,2,45,2
66646,1,46,2
66654,2,30,5
66656,1,59,9
66657,1,50,4
66659,1,48,1
66668,2,52,6
66672,1,41,6
66688,2,51,5
66690,1,59,4
66692,1,34,3
66704,1,34,2
66710,1,54,1
66717,1,23,2
66718,2,51,5
66719,1,60,9
66725,1,40,6
66730,2,40,9
66736,1,20,5
66738,2,23,10
66740,1,33,1
66755,1,51,1
66757,1,39,3
66761,2,45,8
66763,2,57,9
66770,1,49,10
66782,1,20,7
66787,1,28,5
66794,1,59,10
66798,2,55,2
66805,1,29,4
66806,2,33,9
66807,1,35,4
66808,2,53,1
66815,2,26,10
66816,2,38,3
66818,1,36,2
66820,1,21,9
66834,1,25,1
66852,1,40,3
66860,2,54,7
66862,1,34,5
66873,2,41,9
66883,2,53,8
66892,1,49,9
66893,2,46,10
66895,1,47,6
66896,2,35,5
66898,1,50,7
66899,2,31,1
66920,2,54,4
66931,1,40,7
66966,2,50,5
66984,2,42,7
66986,1,32,7
66987,1,30,6
66998,2,22,8
67000,1,56,9
67009,2,55,2
67012,1,54,6
67014,2,45,2
67017,2,54,9
67018,2,41,10
67020,1,59,5
67021,2,42,7
67026,2,46,4
67031,2,47,9
67064,1,39,10
67072,1,25,7
67074,1,21,3
67089,1,59,4
67093,2,35,4
67095,1,41,3
67098,2,22,5
67105,2,20,1
67111,1,41,1
67112,2,53,4
67115,2,35,2
67117,2,36,7
67120,1,30,5
67135,2,48,5
67148,1,26,2
67154,2,58,2
67157,2,46,3
67169,2,50,5
67182,2,44,9
67185,1,30,3
67186,2,40,1
67190,1,42,6
67196,1,58,2
67199,2,42,5
67217,1,47,10
67244,1,50,6
67256,2,21,1
67271,1,34,4
67274,2,56,2
67275,1,47,8
67281,2,59,8
67294,1,59,8
67301,1,33,8
67312,2,31,5
67314,1,23,2
67321,1,39,3
67323,2,29,7
67327,2,57,3
67335,2,24,5
67338,1,57,3
67343,1,20,6
67346,1,23,2
67350,1,30,2
67351,1,51,6
67363,2,42,7
67387,2,26,9
67389,2,55,9
67397,2,31,8
67402,2,38,1
67407,2,48,5
67410,1,32,4
67424,1,21,1
67431,2,38,2
67436,1,31,5
67438,1,26,1
67440,1,49,5
67455,2,27,5
67458,1,23,4
67461,1,44,9
67464,1,43,10
67471,2,28,3
67484,1,37,10
67494,1,57,4
67500,1,24,9
67506,2,24,9
67522,2,36,7
67524,1,60,2
67529,1,57,7
67530,2,52,1
67532,1,49,9
67535,1,41,4
67539,1,40,9
67552,1,51,10
67553,1,23,3
67556,2,40,4
67558,1,57,7
67564,2,59,4
67568,1,20,1
67570,2,38,3
67578,2,46,9
67580,2,37,6
67588,2,28,5
67591,1,33,7
67592,1,53,2
67598,1,44,10
67602,2,41,5
67606,2,55,4
67619,2,41,5
67631,2,27,6
67635,1,49,4
67636,2,52,3
67654,2,24,6
67660,1,32,1
67661,1,60,10
67683,1,20,3
67684,1,38,9
67687,2,39,1
67697,2,55,3
67713,1,45,2
67720,1,55,8
67730,1,22,5
67735,2,27,10
67737,2,42,8
67746,1,29,2
67752,1,53,1
67762,1,22,1
67765,2,36,7
67772,1,27,9
67775,2,60,10
67779,2,45,8
67787,2,40,7
67805,1,20,4
67820,2,45,4
67825,1,59,3
67826,1,29,9
67833,1,32,7
67841,2,51,4
67843,2,53,6
67850,2,53,8
67865,1,43,1
67869,1,43,2
67883,1,38,9
67887,2,54,10
67900,1,47,3
67904,2,47,7
67923,1,44,6
67929,1,38,1
67930,1,24,10
67934,1,47,6
67941,2,52,2
67943,2,49,7
67950,2,37,7
67960,1,36,9
67964,1,32,3
67965,1,20,9
67966,1,58,1
67974,1,58,9
67978,1,36,2
67983,2,21,9
67986,2,57,5
67990,2,50,6
68005,1,43,3
68012,1,39,10
68020,1,35,2
68021,1,47,6
68031,2,41,2
68046,2,37,2
68081,1,39,7
68088,2,23,5
68093,1,34,8
68095,2,42,7
68097,2,26,4
68110,1,40,4
68127,2,28,6
68129,1,53,5
68130,1,52,8
68131,1,26,10
68135,2,36,7
68142,2,48,6
68148,2,55,8
68150,1,42,2
68155,2,25,9
68164,1,60,8
68166,1,20,7
68172,1,45,3
68190,1,23,7
68192,2,56,2
68193,1,22,8
68195,2,52,1
68201,2,34,5
68204,1,43,1
68205,2,50,4
68208,2,36,10
68223,1,44,8
68227,1,41,6
68236,1,45,2
68261,1,24,10
68276,2,51,2
68277,1,38,8
68283,1,24,1
68285,1,39,6
68294,2,38,6
68300,2,28,9
68305,2,57,3
68312,1,51,8
68322,1,58,10
68326,1,59,4
68328,2,31,9
68329,1,34,1
68334,2,40,9
68337,1,30,8
68342,2,31,4
68345,2,27,6
68360,1,59,5
68364,1,35,6
68365,2,23,1
68366,2,45,3
68371,2,32,1
68378,1,27,7
68384,2,42,2
68389,2,38,9
68395,2,54,7
68401,1,41,7
68415,2,59,1
68424,2,44,5
68425,1,50,8
68428,1,30,7
68431,1,51,5
68438,1,57,4
68439,2,26,7
68440,1,36,6
68444,1,58,4
68459,2,28,8
68461,2,31,7
68467,1,38,4
68471,2,40,1
68473,1,36,1
68480,1,47,1
68498,1,32,6
68500,1,46,1
68521,1,29,1
68528,2,32,6
68531,2,50,5
68539,1,20,4
68540,1,37,8
68543,1,25,9
68546,2,52,2
68552,2,37,5
68554,1,60,8
68559,2,33,3
68570,2,23,10
68578,2,43,4
68582,2,28,8
68583,2,50,9
68587,1,41,7
68601,1,30,1
68606,1,35,9
68616,2,57,8
68626,2,25,8
68631,1,41,2
68634,1,35,10
68636,1,47,3
68638,2,45,5
68641,1,53,9
68642,2,47,10
68646,1,58,1
68651,1,52,2
68665,2,46,8
68666,1,47,7
68670,2,50,10
68673,2,31,6
68675,2,57,3
68676,1,24,7
68681,1,24,8
68686,2,28,6
68691,2,35,4
68692,1,59,3
68694,1,28,8
68695,1,53,8
68713,1,34,3
68716,1,60,6
68741,1,30,7
68745,2,31,5
68750,1,51,2
68758,2,39,9
68761,1,32,7
68765,1,26,10
68767,1,44,10
68771,2,23,5
68772,1,41,2
68776,1,47,8
68778,1,54,9
68780,1,23,2
68781,2,48,4
68786,1,50,3
68787,1,30,2
68790,1,44,6
68798,2,47,10
68801,2,23,4
68810,1,39,7
68814,2,23,8
68817,2,35,8
68822,1,57,1
68826,1,54,6
68828,2,50,3
68833,2,58,7
68839,1,44,6
68840,2,32,10
68854,1,40,5
68870,1,38,7
68879,1,54,1
68885,2,39,6
68888,1,55,2
68895,1,35,7
68905,1,46,5
68906,2,44,1
68909,1,29,2
68913,2,48,3
68915,1,25,7
68927,1,39,2
68928,2,52,5
68933,1,39,7
68936,2,30,9
68940,1,22,7
68944,1,36,8
68948,1,30,10
68950,2,50,2
68960,1,25,2
68965,2,34,3
68969,2,37,3
68979,2,25,4
68984,2,20,4
69004,1,53,6
69021,1,42,3
69026,2,58,1
69027,1,22,2
69028,2,52,6
69030,1,44,7
69031,2,50,4
69034,2,33,4
69054,1,24,6
69061,1,31,5
69068,2,35,1
69076,1,40,7
69081,2,31,3
69083,1,50,8
69084,2,22,7
69085,1,23,10
69088,1,31,7
69095,1,23,8
69096,1,47,7
69115,2,33,2
69116,1,49,10
69128,1,32,5
69133,1,23,9
69134,1,20,6
69141,2,56,8
69144,1,40,4
69153,2,44,10
69155,1,52,4
69156,2,43,9
69161,1,45,5
69163,2,56,5
69171,2,59,9
69185,1,35,10
69192,1,56,4
69196,1,38,1
69200,2,47,5
69210,1,42,1
69214,2,20,5
69225,1,28,9
69226,1,58,10
69229,2,21,1
69236,2,52,7
69237,1,50,9
69247,2,37,3
69260,1,21,5
69261,2,24,6
69262,1,41,8
69302,1,45,7
69306,2,31,8
69310,1,50,2
69311,1,24,10
69314,2,28,1
69320,2,23,1
69321,1,48,5
69323,1,29,8
69326,1,42,1
69331,1,26,6
69337,2,39,9
69338,1,54,9
69346,2,27,9
69349,2,59,10
69351,1,23,6
69355,1,42,10
69379,1,50,10
69380,1,38,6
69386,1,24,9
69390,2,45,2
69391,2,26,5
69412,2,47,9
69417,2,52,1
69418,2,50,8
69422,1,29,4
69440,2,44,2
69445,1,48,9
69450,2,49,6
69454,1,53,9
69457,2,20,6
69458,1,20,3
69473,1,41,6
69486,2,29,4
69495,1,41,1
69497,2,39,7
69508,1,59,6
69520,1,51,5
69525,1,25,9
69526,1,27,4
69530,1,30,10
69544,1,27,8
69545,2,21,2
69556,2,24,1
69558,2,45,6
69571,2,37,3
69581,2,38,3
69586,2,38,8
69590,2,22,7
69592,2,51,1
69596,1,22,9
69600,2,40,4
69610,1,49,2
69623,2,35,7
69625,1,42,8
69626,1,24,1
69632,1,51,7
69634,2,48,7
69642,1,35,1
69647,1,37,2
69648,1,54,3
69654,2,40,5
69659,1,40,7
69662,2,30,2
69664,2,49,10
69665,2,56,5
69679,2,33,1
69682,1,28,9
69683,2,55,4
69690,2,34,9
69702,1,37,7
69710,2,23,9
69711,2,46,6
